curriculum	unit_code	unit_title	lo_code	lo_title	ac_code	ac_text
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.10c	Analyse velocity/time graphs to determine the distance travelled using the area between the graph line and the time axis (for uniform acceleration only)
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.11	Describe a range of laboratory methods for determining the speeds of objects such as the use of light gates
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.12	Recall some typical speeds encountered in everyday experience for wind and sound, and for walking, running, cycling and other transportation systems
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.13	Recall that the acceleration, g, in free fall is 10 m/s2 and be able to estimate the magnitudes of everyday accelerations
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.14a	Recall Newton’s first law and use it in the following situations where the resultant force on a body is zero, i.e. the body is moving at a constant velocity or is at rest
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.14b	Recall Newton’s first law and use it in the following situations where the resultant force is not zero, i.e. the speed and/or direction of the body change(s)
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.15	Recall and use Newton’s second law as force (newton, N) = mass (kilogram, kg) × acceleration (metre per second squared, m/s2)
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.16	Define weight, recall and use the equation weight (newton, N) = mass (kilogram, kg) × gravitational field strength (newton per kilogram, N/kg)
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.17	Describe how weight is measured
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.18	Describe the relationship between the weight of a body and the gravitational field strength
gcse-science-physics	PHY-2	Motion and forces	LO2	Specification block 2 (2.10a to 2.19)	2.19	Core Practical: Investigate the relationship between force, mass and acceleration by varying the masses added to trolleys
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.20	Explain that an object moving in a circular orbit at constant speed has a changing velocity (qualitative only)
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.21	Explain that for motion in a circle there must be a resultant force known as a centripetal force that acts towards the centre of the circle
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.22	Explain that inertial mass is a measure of how difficult it is to change the velocity of an object (including from rest) and know that it is defined as the ratio of force over acceleration
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.23	Recall and apply Newton’s third law both to equilibrium situations and to collision interactions and relate it to the conservation of momentum in collisions
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.24	Define momentum, recall and use the equation momentum (kilogram metre per second, kg m/s) = mass (kilogram, kg) × velocity (metre per second, m/s)
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.25	Describe examples of momentum in collisions
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.26	Use Newton’s second law as force (newton, N) = change in momentum (kilogram metre per second, kg m/s) / time (second, s)
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.27	Explain methods of measuring human reaction times and recall typical results
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.28	Recall that the stopping distance of a vehicle is made up of the sum of the thinking distance and the braking distance
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.29a	Explain that the stopping distance of a vehicle is affected by a range of factors including the mass of the vehicle
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.29b	Explain that the stopping distance of a vehicle is affected by a range of factors including the speed of the vehicle
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.29c	Explain that the stopping distance of a vehicle is affected by a range of factors including the driver’s reaction time
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.29d	Explain that the stopping distance of a vehicle is affected by a range of factors including the state of the vehicle’s brakes
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.29e	Explain that the stopping distance of a vehicle is affected by a range of factors including the state of the road
gcse-science-physics	PHY-2	Motion and forces	LO3	Specification block 3 (2.20 to 2.29f)	2.29f	Explain that the stopping distance of a vehicle is affected by a range of factors including the amount of friction between the tyre and the road surface
gcse-science-physics	PHY-2	Motion and forces	LO4	Specification block 4 (2.30 to 2.33P)	2.30	Describe the factors affecting a driver’s reaction time including drugs and distractions
gcse-science-physics	PHY-2	Motion and forces	LO4	Specification block 4 (2.30 to 2.33P)	2.31	Explain the dangers caused by large decelerations and estimate the forces involved in typical situations on a public road
gcse-science-physics	PHY-2	Motion and forces	LO4	Specification block 4 (2.30 to 2.33P)	2.32P	Estimate how the distance required for a road vehicle to stop in an emergency varies over a range of typical speeds
gcse-science-physics	PHY-2	Motion and forces	LO4	Specification block 4 (2.30 to 2.33P)	2.33P	Carry out calculations on work done to show the dependence of braking distance for a vehicle on initial velocity squared (work done to bring a vehicle to rest equals its initial kinetic energy)
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.1	Recall and use the equation to calculate the change in gravitational PE when an object is raised above the ground change in gravitational potential energy (joule, J) = mass (kilogram, kg) × gravitational field strength (newton per kilogram, N/kg) × change in vertical height (metre, m) delta GPE = m x g x delta h
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.2	Recall and use the equation to calculate the amounts of energy associated with a moving object kinetic energy (joule, J) = 1 × mass (kilogram, kg) × (speed)2 ((metre/second)2, (m/s)2)
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.3	Draw and interpret diagrams to represent energy transfers
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.4	Explain what is meant by conservation of energy
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.5a	Analyse the changes involved in the way energy is stored when a system changes, including an object projected upwards or up a slope
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.5b	Analyse the changes involved in the way energy is stored when a system changes, including a moving object hitting an obstacle
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.5c	Analyse the changes involved in the way energy is stored when a system changes, including an object being accelerated by a constant force
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.5d	Analyse the changes involved in the way energy is stored when a system changes, including a vehicle slowing down
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.5e	Analyse the changes involved in the way energy is stored when a system changes, including bringing water to a boil in an electric kettle
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.6	Explain that where there are energy transfers in a closed system there is no net change to the total energy in that system
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.7	Explain that mechanical processes become wasteful when they cause a rise in temperature so dissipating energy in heating the surroundings
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.8	Explain, using examples, how in all system changes energy is dissipated so that it is stored in less useful ways
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.9	Explain ways of reducing unwanted energy transfer including through lubrication, thermal insulation
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.10	Describe the effects of the thickness and thermal conductivity of the walls of a building on its rate of cooling qualitatively
gcse-science-physics	PHY-3	Conservation of energy	LO1	Specification block 1 (3.1 to 3.11)	3.11	Recall and use the equation efficiency = (useful energy transferred by the device) (total energy sup plied to the device)
gcse-science-physics	PHY-3	Conservation of energy	LO2	Specification block 2 (3.12 to 3.14)	3.12	Explain how efficiency can be increased
gcse-science-physics	PHY-3	Conservation of energy	LO2	Specification block 2 (3.12 to 3.14)	3.13	Describe the main energy sources available for use on Earth (including fossil fuels, nuclear fuel, bio-fuel, wind, hydroelectricity, the tides and the Sun), and compare the ways in which both renewable and non-renewable sources are used
gcse-science-physics	PHY-3	Conservation of energy	LO2	Specification block 2 (3.12 to 3.14)	3.14	Explain patterns and trends in the use of energy resources
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.1	Recall that waves transfer energy and information without transferring matter
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.2	Describe evidence that with water and sound waves it is the wave and not the water or air itself that travels
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.3	Define and use the terms frequency and wavelength as applied to waves
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.4	Use the terms amplitude, period, wave velocity and wavefront as applied to waves
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.5	Describe the difference between longitudinal and transverse waves by referring to sound, electromagnetic, seismic and water waves
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.6a	Recall and use both the equations below for all waves wave speed (metre/second, m/s) = frequency (hertz, Hz) x
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.6b	Recall and use both the equations below for all waves v = f x lambda
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.6c	Recall and use both the equations below for all waves wave speed (metre/second, m/s) = distance (metre, m) / time (second, s)
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.7	Describe how to measure the velocity of sound in air and ripples on water surfaces
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.8P	Calculate depth or distance from time and wave velocity
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.9Pa	Describe the effects of reflection
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.9Pb	Describe the effects of refraction
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.9Pc	Describe the effects of transmission
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.9Pd	Describe the effects of absorption
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.9Pe	Describe the effects of of waves at material interfaces
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.10	Explain how waves will be refracted at a boundary in terms of the change of direction and speed
gcse-science-physics	PHY-4	Waves	LO1	Specification block 1 (4.1 to 4.11)	4.11	Recall that different substances may absorb, transmit, refract or reflect waves in ways that vary with wavelength
gcse-science-physics	PHY-4	Waves	LO2	Specification block 2 (4.12Pa to 4.17)	4.12Pa	Describe the processes which convert wave disturbances between sound waves and vibrations in solids, and explain why such processes only work over a limited frequency range
gcse-science-physics	PHY-4	Waves	LO2	Specification block 2 (4.12Pa to 4.17)	4.12Pb	Describe the processes which convert wave disturbances between sound waves and vibrations in solids, and use this to explain the way the human ear works
gcse-science-physics	PHY-4	Waves	LO2	Specification block 2 (4.12Pa to 4.17)	4.13P	Recall that sound with frequencies greater than 20 000 hertz, Hz, is known as ultrasound
gcse-science-physics	PHY-4	Waves	LO2	Specification block 2 (4.12Pa to 4.17)	4.14P	Recall that sound with frequencies less than 20 hertz, Hz, is known as infrasound
gcse-science-physics	PHY-4	Waves	LO2	Specification block 2 (4.12Pa to 4.17)	4.15Pa	Explain uses of ultrasound and infrasound, including sonar
gcse-science-physics	PHY-4	Waves	LO2	Specification block 2 (4.12Pa to 4.17)	4.15Pb	Explain uses of ultrasound and infrasound, including foetal scanning
gcse-science-physics	PHY-4	Waves	LO2	Specification block 2 (4.12Pa to 4.17)	4.15Pc	Explain uses of ultrasound and infrasound, including exploration of the Earth’s core
gcse-science-physics	PHY-4	Waves	LO2	Specification block 2 (4.12Pa to 4.17)	4.16P	Describe how changes, if any, in velocity, frequency and wavelength, in the transmission of sound waves from one medium to another are inter-related
gcse-science-physics	PHY-4	Waves	LO2	Specification block 2 (4.12Pa to 4.17)	4.17	Core Practical: Investigate the suitability of equipment to measure the speed, frequency and wavelength of a wave in a solid and a fluid
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.1P	Explain, with the aid of ray diagrams, reflection, refraction and total internal reflection (TIR), including the law of reflection and critical angle
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.2P	Explain the difference between specular and diffuse reflection
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.3Pa	Explain how colour of light is related to differential absorption at surfaces
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.3Pb	Explain how colour of light is related to transmission of light through filters
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.4P	Relate the power of a lens to its focal length and shape
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.5P	Use ray diagrams to show the similarities and differences in the refraction of light by converging and diverging lenses
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.6P	Explain the effects of different types of lens in producing real and virtual images
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.7	Recall that all electromagnetic waves are transverse, that they travel at the same speed in a vacuum
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.8	Explain, with examples, that all electromagnetic waves transfer energy from source to observer
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.9	Core Practical: Investigate refraction in rectangular glass blocks in terms of the interaction of electromagnetic waves with matter
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.10	Recall the main groupings of the continuous electromagnetic spectrum including (in order) radio waves, microwaves, infrared, visible (including the colours of the visible spectrum), ultraviolet, x-rays and gamma rays
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.11	Describe the electromagnetic spectrum as continuous from radio waves to gamma rays and that the radiations within it can be grouped in order of decreasing wavelength and increasing frequency
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.12	Recall that our eyes can only detect a limited range of frequencies of electromagnetic radiation
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.13	Recall that different substances may absorb, transmit, refract or reflect electromagnetic waves in ways that vary with wavelength
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.14	Explain the effects of differences in the velocities of electromagnetic waves in different substances
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.15P	Explain that all bodies emit radiation, that the intensity and wavelength distribution of any emission depends on their temperature
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO1	Specification block 1 (5.1P to 5.16P)	5.16P	Explain that for a body to be at a constant temperature it needs to radiate the same average power that it absorbs
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.17P	Explain what happens to a body if the average power it radiates is less or more than the average power that it absorbs
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.18P	Explain how the temperature of the Earth is affected by factors controlling the balance between incoming radiation and radiation emitted
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.19P	Core Practical: Investigate how the nature of a surface affects the amount of thermal energy radiated or absorbed
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.20	Recall that the potential danger associated with an electromagnetic wave increases with increasing frequency
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.21a	Describe the harmful effects on people of excessive exposure to electromagnetic radiation, including microwaves: internal heating of body cells
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.21b	Describe the harmful effects on people of excessive exposure to electromagnetic radiation, including infrared: skin burns
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.21c	Describe the harmful effects on people of excessive exposure to electromagnetic radiation, including ultraviolet: damage to surface cells and eyes, leading to skin cancer and eye conditions
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.21d	Describe the harmful effects on people of excessive exposure to electromagnetic radiation, including x-rays and gamma rays: mutation or damage to cells in the body
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.22a	Describe some uses of electromagnetic radiation radio waves: including broadcasting, communications and satellite transmissions
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.22b	Describe some uses of electromagnetic radiation microwaves: including cooking, communications and satellite transmissions
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.22c	Describe some uses of electromagnetic radiation infrared: including cooking, thermal imaging, short range communications, optical fibres, television remote controls and security systems
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.22d	Describe some uses of electromagnetic radiation visible light: including vision, photography and illumination
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.22e	Describe some uses of electromagnetic radiation ultraviolet: including security marking, fluorescent lamps, detecting forged bank notes and disinfecting water
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.22f	Describe some uses of electromagnetic radiation x-rays: including observing the internal structure of objects, airport security scanners and medical x-rays
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.22g	Describe some uses of electromagnetic radiation gamma rays: including sterilising food and medical equipment, and the detection of cancer and its treatment
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.23	Recall that radio waves can be produced by, or can themselves induce, oscillations in electrical circuits
gcse-science-physics	PHY-5	Light and the electromagnetic spectrum	LO2	Specification block 2 (5.17P to 5.24)	5.24	Recall that changes in atoms and nuclei can generate radiations over a wide frequency range be caused by absorption of a range of radiations
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.1	Describe an atom as a positively charged nucleus, consisting of protons and neutrons, surrounded by negatively charged electrons, with the nuclear radius much smaller than that of the atom and with almost all of the mass in the nucleus
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.2	Recall the typical size (order of magnitude) of atoms and small molecules
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.3	Describe the structure of nuclei of isotopes using the terms atomic (proton) number and mass (nucleon) number and using symbols in the format using symbols in the format 13 C 6
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.4	Recall that the nucleus of each element has a characteristic positive charge, but that isotopes of an element differ in mass by having different numbers of neutrons
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.5	Recall the relative masses and relative electric charges of protons, neutrons, electrons and positrons
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.6	Recall that in an atom the number of protons equals the number of electrons and is therefore neutral
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.7	Recall that in each atom its electrons orbit the nucleus at different set distances from the nucleus
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.8	Explain that electrons change orbit when there is absorption or emission of electromagnetic radiation
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.9	Explain how atoms may form positive ions by losing outer electrons
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.10	Recall that alpha, β- (beta minus), β+ (positron), gamma rays and neutron radiation are emitted from unstable nuclei in a random process
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.11	Recall that alpha, β- (beta minus), β+ (positron) and gamma rays are ionising radiations
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.12	Explain what is meant by background radiation
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.13	Describe the origins of background radiation from Earth and space
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.14	Describe methods for measuring and detecting radioactivity limited to photographic film and a Geiger-Müller tube
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.15	Recall that an alpha particle is equivalent to a helium nucleus, a beta particle is an electron emitted from the nucleus and a gamma ray is electromagnetic radiation
gcse-science-physics	PHY-6	Radioactivity	LO1	Specification block 1 (6.1 to 6.16)	6.16	Compare alpha, beta and gamma radiations in terms of their abilities to penetrate and ionise
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.17	Describe how and why the atomic model has changed over time including reference to the plum pudding model and Rutherford alpha particle scattering leading to the Bohr model
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.18	Describe the process of β- decay (a neutron becomes a proton plus an electron)
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.19	Describe the process of β+ decay (a proton becomes a neutron plus a positron)
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.20	Explain the effects on the atomic (proton) number and mass (nucleon) number of radioactive decays (α, β, γ and neutron emission)
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.21	Recall that nuclei that have undergone radioactive decay often undergo nuclear rearrangement with a loss of energy as gamma radiation
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.22	Use given data to balance nuclear equations in terms of mass and charge
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.23	Describe how the activity of a radioactive source decreases over a period of time
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.24	Recall that the unit of activity of a radioactive isotope is the Becquerel, Bq
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.25	Explain that the half-life of a radioactive isotope is the time taken for half the undecayed nuclei to decay or the activity of a source to decay by half
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.26	Explain that it cannot be predicted when a particular nucleus will decay but half-life enables the activity of a very large number of nuclei to be predicted during the decay process
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.27	Use the concept of half-life to carry out simple calculations on the decay of a radioactive isotope, including graphical representations
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.28Pa	Describe uses of radioactivity, including household fire (smoke) alarms
gcse-science-physics	PHY-6	Radioactivity	LO2	Specification block 2 (6.17 to 6.30P)	6.28Pb	Describe uses of radioactivity, including irradiating food
